item,count
fafolli,1
bowrowrowrow,1
csinálsz,1
diddya,2
tyrannosaurus,23
luckier,2
adundun,3
huck,1
almanac,3
tika,13
daili,30
delman,3
auntie_gold,2
dhameera,2
woodwork,3
skip,221
in_cas,100
invent,44
thataway,2
laura,2362
mild,10
mile,95
skim,11
scamp,8
skin,319
lauri,125
milo,3
mill,26
pertroch,1
smock,27
milk,4295
cadabacadoo,1
seasick,1
butchoo,1
allianc,7
quackeroo,3
trapeboid,1
cornel,12
gallopygallopygallopygallopi,1
marki,1225
achoo,114
noticin,1
king_kong,10
yummi,1247
achou,1
good_and_plenti,4
decklin,2
tenur,2
yumma,6
swap,4
timon,8
w_p_a_t,1
string,790
minist,6
yeast,6
pyow,1
pumpin,1
understat,1
crocod,1
jamar,7
uhreeka,1
shumway,1
dim,9
mr_cup,2
boko,3
stapler,7
nectar,21
onliest,1
did,37101
die,522
dif,1
tumm,1
dia,20
dib,9
ainosur,1
magnet,666
brownish,9
anna,85
diz,3
dit,12
joshi,6
dip,159
brrmm,14
dir,3
dis,580
shave,145
happy_birthday,24
honkin,1
leeto,1
machairodont,4
stamford,11
pierc,13
peddl,9
michelle_akin,1
uhwowo,1
herex,3
whovill,3
buncha,2
mushamusha,1
paver,2
habitat,10
ummma,2
wors,134
lennon,1
somalia,9
howdy_doodi,1
dahge,1
minnehaha,5
kelsey,2
wail,11
guardian,1
clerk,1
longport,16
ridin,75
french,445
big_wheel,4
whawhaoohooh,1
purim,5
rockaway,1
glorif,1
deceit,1
drainag,5
deceiv,2
wait,7792
alto,2
juju,1
relack,1
canadian,15
mar_kuh,1
alta,1
tromp,2
pasquala,1
aebuh,1
cyst,1
nylon,2
prismat,1
ceram,5
spiderboy,1
the_wiz,1
frankenberri,1
teaching_ladi,1
modul,1
remifasolatido,1
dennison,9
germi,2
graylock,1
kla_kla_kla,1
lamppost,4
macrauchenia,3
boovoovoouh,1
surprised_bear,1
aguaguag,1
nongrammat,1
thro,4
pera,1
franci,16
symbiot,1
perf,2
sharper,3
perk,4
saddl,42
spoghetti,1
thre,12
bazam,6
perm,2
goobadimunim,1
everybodi,1720
cariocca,1
peru,4
krystal,38
oftentim,4
thru,6
checkout,9
reebock,1
ood,1
oof,81
caterpil,1
vroo,12
oom,21
ool,1
ooo,15
appet,3
ooh,1732
ook,1
downtown,54
oot,9
oow,1
appel,3
rigid,1
oop,3206
examin,43
oor,1
amelia,32
effort,28
ooz,17
mmhmi,1
corn_chex,1
pageant,8
thank_ya,1
tokyo,4
eeeeee,1
hahah,1
flu,24
uniqu,12
goobi,1
fli,1872
soup,917
sour,79
melros,1
oaty_bit,6
flo,27
margie'l,1
fle,1
biter,4
christmasi,2
claim,10
recordin,1
fabul,49
toy'll,1
predict,19
fiddle_dee_de,5
one_hundred_and_on,1
agent,7
drawer,497
crazi,503
tabl,3939
acapulco,5
top_cat,1
agenc,2
daphn,1
manuela,464
predica,1
craze,2
pink,1255
purr,60
caillou,58
hungarian,47
tilt,24
ping,18
howd,1
pine,68
nyu,1
till,351
sunday,876
sidewa,1
pure,16
swore,1
tile,43
idia,1
nya,9
sworn,1
pathway,9
tixsi,1
nye,2
grok,1
mung,2
intrud,2
penfield,1
rickel,2
wuhtey,1
grog,4
usabl,1
spankier,1
gelatin,1
choo_choo,42
santaclaus,21
grow,989
grot,2
grou,4
aunt_dot,36
thorni,5
dribblin,1
hanukkah,13
gollum,2
granari,4
folleyisi,1
q,204
francais,1
switch,320
ariveno,2
jail,140
jaim,12
new_mexico,2
african,329
me_too_me_too,2
riversid,10
guguwa,2
saxophon,10
cute,1325
riff_raff,1
wheezi,1
gradual,6
cuti,159
graduat,37
carwen,5
moooo,1
wl,1
entitl,1
jiggi,2
pointer,20
veena,21
differt,1
corvett,6
tweeti,31
skoodlede,1
thank,4957
macaqu,12
tweetl,2
thang,1
beep_beep_beep_beep_beep_beep_be_deep,1
bedbug,1
maid,39
geeya,1
shooweshooweshoo,1
mail,794
tomorow,1
main,147
knida,1
bonwit,2
tonic,53
beig,14
raintre,1
cream'll,1
financi,5
bein,137
killer,21
shatter,8
shuhnk,1
sooner,35
beik,1
beit,1
moron,1
missus_block,3
kkk,2
yvonn,9
meeva,1
bullshit,14
possess,5
warbl,1
sizzl,24
johni,2
oliv,215
peasant,4
the_star_spangled_bann,1
noisiest,6
misbehav,7
everyt,1
sifter,13
girt,2
attleboro,1
holster,1
perlman,1
harken,1
bookshop,1
aloos,7
eeya,1
gird,3
lao,1
gira,14
aloof,1
recogn,103
girl,6460
captain_bob,1
ewp,1
brrrring,3
pairplan,2
artifici,4
recuper,3
mehre,1
rampag,1
dinuh,2
vrrr,3
nipper,5
hayda,1
skip_to_my_lou_my_darlin,1
pacmen,1
lae,10
blubber,2
correct,124
massatusett,1
after,3842
monster,1108
flop_flop,1
rowr,5
spiel,2
rows,1
california,160
ba-bah,1
hefti,2
feivorit,1
schneck,1
koka_ee_wawa,1
niledi,2
underwear,154
nooitgeuseg,1
unoppos,1
yesi,1
yesh,3
jakey,2
yese,1
ptshh,1
nuff,3
pepperoni,34
fledg,1
blacksmith,2
ripurri,1
loretta,3
yest,1
teitoo,1
oohm,1
newddl,1
degu,1
oohh,1
carri,1165
lone,123
oohe,3
carro,1
lat,7
zsuzsa,4
yawnanananananana,1
kahkuhmik,1
parsnip,1
peeki,19
oppos,13
wirdi,1
yackin,1
jenel,73
buhnebuh,1
chooch,7
dumbi,4
dukey,10
slept,151
snape,1
brum,4
ambul,186
whatja,2
spinni,4
betah,1
headdress,2
escort,4
three_amigo,1
yodel_eh-hee_he,1
hillari,4
conflagr,1
orthodont,3
neverland,17
kermi,1
umyumyumyumyumyumyumyum,2
daduhdahday,1
isinbard,1
peeppeep,1
regroupin,1
here'r,17
werr,1
delphidinio,1
knackwurst,1
cracku,1
gotta,3698
cracka,1
victorian,1
were,9705
brockton,6
cracki,5
efghijklmnopqrstuvwxyz,1
crackl,13
tractor,655
soph,3
coconut,66
conspiraci,2
skipidi,1
seam,3
baa_baa,6
alston,2
nyahnyah,1
piccolo,5
egg'll,1
dash,29
pero,3
sulk,2
lee_and_perrin,1
hweeoo,1
prankl,2
advic,20
advil,2
centimet,1
makya,3
clunk,75
canton,1
deedledeedeedlede,1
zevenbergen,6
parrot_shoot,1
tootoo,1
advis,5
shopyon,1
bangbangbang,1
wettest,1
wnh,1
channel,100
mister_dinosaur,1
dededed,3
impetigo,1
colorin,19
pain,69
purti,1
trace,58
normal,184
track,730
traci,145
goldfinch,3
paig,1
paid,76
somepl,1
sheeps_head_bay,1
champagn,3
greec,6
pair,370
pitonw,1
ferrel,1
stra,8
cuban,2
excavatin,1
bowrowrowroo,1
aisha,6
wadada,1
napkin,643
skageeska_bear,2
corrin,16
waddi,2
deeah,2
filli,2
skeksi,1
something'l,1
bullit,1
snifflin,1
bebebebebibibibibeb,1
curler,23
tales_of_a_fourth_grade_noth,1
marmo,8
adudududududududu,1
upright,7
therapist,3
helena,1
uranus,10
flack,1
forecast,7
dootdootdootdootdootdoot,1
contemporari,2
hand_cuffeded,1
flapjack,3
selofint,1
zee,11
bahthandurin,1
innoc,13
junior,84
mamosa,3
black,1784
consent,5
karmen,1
fundrais,1
bringer,1
hippo,371
uhuhuh,5
muni,2
figuida,1
hippi,5
marlborough,1
nyeah,1
thumpin,3
zel,3
cameron,6
fananiel,1
cawtabl,1
zer,1
donalin,1
blah_blame_blah_blam,1
the_ritz,2
toy_stori,9
busiest,3
niyewr,1
ununa,1
umeh,1
stupid,252
luciwal,2
limousin,5
winifr,1
trampoli,1
summari,3
kernel,8
mee_ei_kei,3
ricci,1
springi,1
eighteenth,32
missus_balinski,2
zez,3
lethargi,1
grizzly_adam,6
kermit,87
cauliflow,29
calendar,83
youwawa,1
giung,1
gagu,1
kurt,11
chewi,64
somechi,4
steadfast,4
suckin,1
snorter,2
father'l,1
gage,2
jt,24
behind,1278
gaga,24
frightenstein,1
nuffi,3
gagi,2
kooa,1
kook,7
givin'm,1
booboo_girl,1
ooboo,3
kooo,2
keshia,1
parent,313
kool,5
tup,4
ju,122
tur,22
tut,11
tuv,10
js,13
tuh,87
kooz,2
chacha,7
jo,246
tum,8
hoppity_hoppity_hop,1
magna,4
je,49
tub,265
childbirth,1
tud,1
tue,7
tuf,1
tug,41
jl,5
stinker,21
playabl,1
bee-be,1
trader,1
hoke,1
hanuman,2
multicolor,9
tuk,3
rugbi,3
skoobe,5
missus_bolton,24
sheaf,1
ji,2
funger,1
stretcher,8
dodedodedoo,1
cancer,13
esmerelda,10
star_market,4
eestahtei,2
nurtur,1
quackquack,2
flopsi,10
renita,9
cancel,32
elizabet,1
baby_bug,1
jf,16
winthrop,2
barrp,1
mare,9
sarabi,9
marg,12
snea,3
biobio,2
marc,2
marl,1
koow,1
f_a_o_schwartz,2
rrrr,29
mari,606
mark,2242
thadtoo,1
gazell,4
snew,3
rrrk,1
arti,6
barri,156
codriv,1
marx,9
acro,4
curvatur,1
spilla,1
lou_skip_to_my_lou_lou_lou_skip_to_my_lou_lou_lou_skip_to_my_lou_skip,1
graveyard,23
spilli,1
tangela,1
meeme,1
gander,8
dangerous,1
spillt,3
howsat,1
those,11278
klaus,1
agubz,1
docto,1
slumber,14
geronimo,1
waek,1
imperi,5
anklet,1
stingin,1
outcom,1
wichawd,1
derrik,2
fenster,1
pushin,66
kindergarden,1
beenx,1
kehuh,1
suhndiz,1
whatdju,3
awlwese,1
uncle_bust,14
bathi,20
destin,5
cluster,4
beeni,1
sahara,1
babykin,21
sammich,1
oochi,1
rammer,1
restroom,3
dec,1
everyday,190
whatdja,2
wuckpoo,2
raineth,1
blither,8
par,7
pas,1
pat,607
harsh,3
doctor,1311
pay,587
sama,4
horatio,1
hecht,1
same,2362
grimsbi,2
ahup,1
my_dear,1
pac,3
pad,153
pae,6
pah,74
pai,2
bagi,8
pal,106
pam,29
pan,427
exhaust,31
galaxi,4
acom,2
munch,65
capabl,6
disguis,35
mupkin,4
liduh,1
lemon,224
battle_ram,3
appropri,23
stoppi,1
coloss,3
ndah,3
pfth,1
ananyah,1
ddrrrt,1
pete's_dragon,2
got_a,2
bababoop,2
rotton,1
nday,1
lysol,1
lyson,1
dickson,11
sunsc,1
fume,6
tingelleo,1
fairili,1
woodewoodewoodewoodewuh,1
wifey,2
aspect,2
genema,1
gwah,1
squeaker,14
jessina,1
rollypollypollypolli,1
asthma,3
parad,196
mcdonald,199
overalright,1
borag,2
nich,1
sampt,1
dipper,13
borax,1
pjs,21
do_a_dot,1
tainer,1
nico,8
budleyleys'l,1
rumpadoodl,1
blanketi,5
ohbioh,1
mos,1
hopin,7
mop,127
mow,105
mov,5
mou,21
mot,390
hiccomup,1
dodoo,2
temperatur,88
moo,1127
mon,32
mom,3652
gro,21
mob,1
railroad,116
doo_doo_doo_da_doo_doo_da_doo_doo_doo_doo,1
rainbo,1
moe,30
classic_cok,1
christina,28
dingo,275
robberi,2
fenway,1
fuhyoo,1
boomer,1
lightning,1
chamber,10
republ,2
san_fransisco,2
nose,3221
beehiv,17
nosh,4
nosi,35
ostens,1
puhjaemuhz,1
fulfil,2
sandcastl,6
doll,1380
dolc,9
dola,1
substitu,1
dole,3
dingd,2
akeek,1
nerooom,1
dala,1
gotchya,3
ergyik,3
joan,27
spasm,1
gross,193
mmroheruh,1
soufert,1
doggi,2521
flier_bird,2
miss_potato,2
lunat,1
inject,11
aoodoodoodoodoo,1
autoharp,1
drawo,1
squabbl,2
oof_oof,1
c_c_d,1
centervill,1
crouton,8
nicklet,2
drumm,2
bloati,3
finicki,2
broker,3
akoo,1
broken,1216
baby_bear,3
chlorin,5
referr,1
lamplight,1
mara,5
obbi,1
solidifi,1
roar,349
island,158
otha,1
meaning,2
gwurk,1
salley,86
egg_beat,2
rapunzel,27
tupper,1
roam,18
marriott,6
boppi,29
hicki,5
road,816
whadayou,3
whitey,11
hobbledy_hoy,6
pway,7
whiter,1
perperperperperperperp,1
reptar,1
babar,63
go_go_yo_yo,4
yikesa,1
uptown,22
airpo,1
lando,10
bruth,2
bruti,1
agalma,1
jeesuh,1
mowin,10
apeekaboo,6
brute,2
contast,1
compliant,2
marq,1
gorp,2
daytim,48
gors,2
lunchroom,3
chatt,1
dum_ba_doo_baba,1
tripod,81
ksksksks,1
gora,4
sunris,8
bugga,10
coolioso,1
gorg,7
auau,1
happier,33
buggi,105
buggl,2
snowma,5
strawberri,811
lubriderm,7
arrrm,1
sagittarian,1
big_mac,3
wasn't,2475
babaroola,1
bappl,2
bon_ton,1
carnivor,9
unusu,50
adriana,1
manuel,2
marisa,1
owfa,1
affection,2
time_magazin,1
o'leari,2
gumbi,30
gumbo,2
dwath,4
eheheh,1
loga,1
clippi,8
fellow,131
doodle_do,1
underman,5
girlfriend,4
hound,18
quadrupl,2
berenstein_bears_go_to_b,1
photogen,6
arrowhead,6
errun,1
binocular,39
huhoh,1
hybrid,1
zelda,1
pajamas_for_kit,2
genni,2
field,207
cleanup,13
astronaut,77
rock'n'rol,1
genna,1
pbthpbthpbth,1
outfield,6
lapel,4
brandi,11
princesss,1
shelter,13
tyran,1
prrr,1
prudenc,25
ggrrr,2
keepin,14
coo_coo,4
ashton,10
prudent,1
kwuck,1
bothersom,2
princessi,1
unload,24
boong,2
castl,317
nutrient,1
sicki,3
casta,1
sicko,1
sickl,4
represent,5
talki,19
pheasant,11
forget,916
between_the_lion,1
oyhm,1
suburban,2
ooguhdah,2
dingadingadingad,1
bravest,4
awhi,1
atlant,9
lalli,7
pxxxx,2
liam,94
children,1415
hi_c,25
keeran,1
howdya,3
plesh,1
dlemm,1
hi_o,1
hoofer,2
drainpip,1
pthpthpthpthpth,1
godfath,16
mornin,135
premium,3
parcel,2
fals,10
wushi,1
util,7
scout,27
scour,1
fall,3458
fala,1
boweri,1
hooker,4
sashay,1
lumier,6
trippin,3
red_rov,10
norfolk,6
chuffi,4
britch,17
delma,17
upieday,1
menna,1
nehnehneh,1
shabbat_shalom,1
abluablu,1
hooki,1
saudi,1
grrrungungungungungung,1
higgledy_piggledi,3
damper,3
grasha,3
pterodactyl,31
neighborhood,71
dekik,1
didali,1
burger,97
giant_eagl,1
lawyer,6
warnin,1
further,102
misrepresent,1
ribbon,218
excit,585
aba,12
dial,140
abc,247
stood,144
abe,1355
microphon,1677
stoog,3
skeptic,3
abi,13
smorn,1
stool,224
usin,45
abo,7
pluse,1
castle_greyskul,3
abu,25
sinpl,1
fortuna,1
benny_ben,1
ah_ah,1
plush,4
auntie_lauri,1
movement,22
allrik,1
boin_boin_boin_boin_boin,1
christi,16
twang,1
wannoo,7
sophist,12
jonah,11
ranger,37
beacon,7
hmmmm,2
ublib,1
valv,5
valu,6
hadda,7
fatter,27
search,91
hydrocortison,1
milki,30
smusher,1
conti,2
l_m_lawn_car,1
stella,81
airport,160
vett,1
chipper,21
smushen,1
kickapoopicklepoo,1
narrow,62
fatten,4
scurri,11
daddiji,6
tiger_lili,5
rootin,2
boom_chicka_boom,1
moleno,1
curat,1
lawrenc,6
armer,1
possibil,1
busey,1
lakey,3
bungl,2
goinduh,1
brave_bittl,1
jack_russell_terri,1
establish,3
memor,20
sleepov,19
cotuit,5
distinct,16
regist,235
akk,1
chickaboom,3
bitsy_bitsi,1
laundermat,1
jive,11
hwee,3
diamond,256
brise,1
looneytoon,1
dodyou,1
brisk,2
serilin,1
ain't,999
law_and_ord,1
expedit,6
particular,117
karl,10
nineteen,204
town,444
dey,80
none,331
whooee,9
elmo_book,4
outran,1
nono,155
aboom,5
der,48
des,1
det,3
rakkk,1
dev,2
dew,23
deh,22
dei,31
efrom,3
del,4
dem,57
den,170
dea,6
deb,24
sniper,1
ded,1
dee,279
needlepoint,1
shari,5
shark,317
spald,2
shara,5
ruby_tuesday,4
farmer_jo,22
shard,4
dickerman,1
compart,24
cubic,1
herax,2
elasmotherium,2
sharp,322
ywww,1
uhsimle,1
toolin,1
siren,64
agui,1
secur,28
the_easter_bunny's_lost_egg,1
drainer,3
nanananananana,1
barnes_and_nobl,1
indianna,3
shockwav,1
six_flag,2
bleat,16
whopper,2
gina,22
faculti,9
gross_oss,1
knievel,10
duhdo,1
waen,1
waem,1
frilli,45
blood,212
blacker,1
dedededoo,1
associ,50
bleah,3
dumbhead,4
pau,34
eeee,4
subtl,7
get--read,1
coax,2
orchard,9
laura_bwww,2
disiz,1
coat,794
wobbl,70
dush,1
wisher,1
whatti,2
coal,73
secr,1
eath,1
eati,3
fozzworth,3
edwin,7
preposit,1
innova,1
infant,17
pishoo,2
sleepili,1
woodland,3
clumsili,1
uh-,5
beebeebeeb,1
on'chou,1
cerea,1
dough,344
dougi,31
chikmunk,1
hee_haw,50
missus_duck,1
latt,1
muskrat,4
crawli,10
dolli,983
baloo,6
sodium,1
chasin,30
fozworth,3
dolla,2
balog,5
late,823
baga,1
penc,5
edmund,1
pena,1
umpa,1
eaneymeaneymineymo,1
clamor,1
kikicat,1
rehook,1
wikey,6
peni,62
walla,5
goof,36
uhd,1
good,29086
xxx_common,1
uha,2
walli,3
uho,58
goom,3
uhm,150
gook,5
detour,5
uhh,26
uncle_harri,1
oka,118
uht,10
goot,2
goos,291
uhp,45
goop,4
didjer,1
aka,2
chistma,1
detach,2
gooz,2
gooy,2
antelop,14
goofi,237
pernal,1
soltz,16
kack,5
pregnant,25
wallac,1
binkie_boy,2
robbin,20
porta,1
pregnanc,2
easili,86
smithereen,2
soyc,1
toesi,11
nixon_richard,1
reminisc,1
clamp,11
fuzzy_tail,4
mental,4
curvin,1
truckbot,6
marybeth,3
unsnap,16
idea,2150
fractur,2
sabbi,1
nondrip,1
countrymen,1
connect,133
monki,2
jingo,1
drawin,19
greogri,1
jingl,192
randolph,3
muhboi,1
dinosau,1
neresh,5
sidelin,1
bumpabumpabumpabumpabump,1
flower,1955
curacao,4
skatin,2
fluorid,8
pigeon,54
downsta,1
ta_da,2
ring_a_ling_a_ling_a_l,1
quinci,19
pominim,1
punchin,3
collieen,1
aguk,1
fadder,5
difficulti,13
assist,15
dododootdootdo,2
tooin,1
mister_stubborn,1
suspici,6
pleasant,23
yuhkch,1
bulli,40
squisher,1
plasticen,1
omin,1
golli,36
perman,19
airi,1
corkscrew,2
kkinduv,1
cupi,1
ablth,1
perturb,3
slitheri,1
nack,10
titch,19
tedd,1
sevigney,2
frilly_bunni,1
cade,1
bissit,1
hetti,2
killin,10
kom,1
koo,9
woohoohoohoohoohoo,1
koa,5
elbo,1
smoother,36
kod,1
construct,90
mami,9
paint,1328
statement,15
tummern,1
mama,4498
twenti,1265
kor,1
bev,2
kot,1
wooph,1
woopi,2
hansel_and_gretel,1
chao,16
makki,1
excell,1
holp,1
drain,174
eatsapeet,1
binoo,1
nyap_nyap,1
sluberbeach,1
b,1426
contrari,12
picuhn,1
dad_a,2
zaet,2
gotten,219
treater,1
horizont,2
youth,5
poergi,2
professor_brown,7
y'want,7
totter,10
outta,173
bartley,3
scoop'll,1
you'v,2333
cept,10
wilfr,1
rwww,67
surah,1
dynamint,1
yulibob,10
yarar,1
ceratosaurus,1
rim,4
richha,1
backseat,1
dreamili,1
mountain,368
rower,2
built,435
commentari,4
mandm,3
pahte,1
souffert,2
wonch,1
caesar,2
build,2588
jwww,489
snow_speed,2
prunella,1
text,2
one_hundred_and_one_dalmatian,3
ten_little_indian,1
li'l,1
flute,47
ronni,115
meioome,1
prolifer,1
janay,5
hush_a_by,4
compu,3
timpanist,1
eskimo,21
trap_kaw,1
yeeyaay,1
spoonful,1
jenny'l,4
chicago_bul,1
woofwoofwoof,1
ka,41
zoomzoom,1
tarragon,1
ke,29
kk,8
ki,57
kh,16
ko,8
kn,20
hi_ho,2
ks,3
kr,3
kw,1
chester,53
kt,2
squelch,2
weigh,147
ky,3
hong_kong,2
pickleberri,2
thomas,1
dadidadida,1
jeanett,2
ginni,24
toot_toot,4
hopper,15
commerm,3
fini,1
quagmir,3
fink,3
contrapt,4
scrabbl,8
finn,5
fina,1
missy_bibi,1
super_dog,2
fine,1450
find,5991
fing,4
dzen,4
gilli,27
giant,430
nervous,104
poppin,31
accomplic,1
couldn,1
sis'll,1
unclip,1
pshsh,4
fiddler_on_the_roof,3
pj,27
boulder,38
sssuhbahp,1
ugudigadugudugudud,1
weve,1
luki,2
badji,66
batten,1
luke,212
playso,1
airpla,1
winnie_the_pooh_bear,1
cheaper,20
ferret,3
batter,44
shaler,1
aladdin,15
halliard,1
salut,4
cysti,1
pellet,1
evacu,2
shaley,1
uncomfort,42
crase,1
chreet,1
crabmeat,1
eeuh,2
tavern,2
n_b_c,2
gospel,1
ph,10
at_at,5
aguh,50
hoouhhoouhoholououh,1
sugar_daddi,1
aneek,2
helpah,1
vinc,1
vine,31
wu-up,1
glottal,1
stea,1
overeat,1
tender,41
buhdaieedeet,1
lashann,1
gwak,1
twel,5
la_de_da_d,1
eeney,1
ramshack,1
you'al,1
man_man,147
cat_to_the_rescu,2
macgregor,14
someth,9257
someti,3
please,1
anorex,1
wackiest,2
goodbye_bear,3
smallest,61
gumpi,6
zzzhhh,2
uhdai,1
aviari,4
altern,8
inuhkah,1
yich,1
appreci,65
rubbin,6
snowwalk,1
techniculti,1
daddyo,3
wherefor,1
dilapid,1
druri,6
aircraft,5
po,113
ike,3
aunt_nwww,3
hmguh,2
purpl,1262
marilyn,12
centerpiec,1
anheheheh,1
digbi,9
clad,1
o'neil,4
do_do_do_do_do_do,1
annual,3
alon,950
sardin,26
fivete,2
hmmts,1
lackner,1
boogl,8
cluck_cluck_cluck,1
alot,1
alou,3
aunt_iren,2
afar,4
gaili,1
dobbl,2
wiggin,4
dobbi,1
exxon_valdez,4
sisson,1
smother,6
stee,2
newborn,26
brown_bear_brown_bear_what_do_you_se,1
suppli,40
michaelangelo,15
throughout,17
yamaz,1
greenvill,1
platinum,1
the'yr,2
miker,1
rete,1
b_m_t,1
reti,4
mr_potato_head,2
mikey,68
secret,256
doom_doil,1
cwww,43
ewoo,7
ireland,23
ahhhh,1
heyah,1
wawawawawawa,1
perti,5
addison,2
mozar,1
ahchacha,1
little_on,2
qrx,1
ecosystem,2
kathi,145
rockett,3
understand,982
whitney,15
repetit,2
la-la-la-la-la-la-la,1
bengl,2
bilg,2
heyo,1
hitchcock,1
fur,227
gictur,1
solid,23
baybank,1
bill,365
bilk,1
suhm,4
bili,1
crutch,31
inuh,1
baddest,1
opeat,1
fun,2628
ful,3
fum,6
atlantica,1
aardvark,3
vroom,408
lull,1
booboonino,1
yavta,1
jiffity_jog,1
awawa,10
squigg,25
whinin,6
mmgumgumgum,1
jaden,6
pujahmuhz,1
yatk,1
waimanalo,2
itself,161
noum,1
birdsong,1
zezzen,1
crahzi,1
ewi,9
salina,2
pigtail,39
elana,56
iwoogihawa,1
ewe,2
itali,37
mor,7
lenient,1
ruth,47
gace,1
basti,3
eeayeeay,5
flurri,4
guba,1
boingbo,1
itch,114
typin,1
leopard,67
how_,6
gubr,1
moment,188
kock,1
koch,3
rafeal,4
keya,1
gong,17
slappi,1
david'l,2
grown-up,1
pizza_planet,2
beanic,5
howw,1
werewolf,40
entri,3
chemistri,3
spent,58
somer,2
morrow,4
dahaha,1
docki,3
someh,1
cheesier,1
howe,3
y,1707
gol,3
spenc,1
howi,16
spend,173
howl,21
braunwald,1
explan,16
vole,4
gonnna,1
hardi,2
cathy_dodi,1
lizahebet,1
kiln,1
tyco,1
harumph,3
fusspot,2
unloosen,1
granpa,12
little_jack_horn,2
snah,1
mavi,11
decotag,1
ouke,1
natalla,2
persuad,9
snag,2
bahlbo,1
wayland,22
perspir,1
dixon,8
snap,731
snar,2
mod,1
guhkuh,1
bin,77
cornish,2
bil,1
bim,1
micriphon,1
bih,1
meeau,4
big,14445
bid,19
bie,2
bib,343
bic,4
gitney,2
volk,1
irtikaturn,1
bit,3629
terrapin,10
bir,20
bis,2
bip,2
baa_baa_baa,1
doctor_peris,1
massachussett,1
glove,272
bahah,2
goh,2
princip,28
dabadabadoo,2
agraba,2
jamaica_way,1
mikelephon,1
frisk,6
twenty-thre,3
often,266
driller,1
doodoodoit_dodoot,1
back,16596
chopperchop,1
strongest,13
rotci,1
firest,2
bruci,1
ahnt,1
monoxid,1
scald,2
scale,82
pez,10
pet,493
apf,5
va_va_va,1
pew,11
pep,2
per,48
scali,7
errerr,2
okay_oaky_okay,1
pen,1234
mathemat,1
peh,1
bogus,2
scalp,5
semilight,2
pee,673
carpent,40
peg,142
pea,467
amazin,1
eyeglass,16
impol,2
reptl,1
nitti,2
munga,4
oiyah,1
use,6464
rollypolli,11
poundag,1
helicoptor,1
impos,2
uff,12
rose_for_pinkerton,1
robbert,5
temper,24
morri,7
gere,1
brous,1
beani,7
drama,8
catnip,3
pediatrician,10
snargaloo,2
kaplink,1
stration,1
crazy_foam,4
cousin_hwww,1
ridinghood,1
conciliatori,1
on-unless,1
the_itsy_bitsy_spider_went_up_the_water_spout,1
raiailroad,1
fire_bird,1
happ,17
geneir,1
kwah,1
wam_man,2
wocha,1
sancta,1
little_bear,3
penfold,3
putchur,3
mmgmm,1
ush,35
weewoo,2
notcha,1
agagagagagagagah,1
inez,5
with_a_knick_knack_paddy_whack_give_a_dog_a_bon,1
jockey,6
whatsa,38
parer,1
mka,2
the_very_hungry_caterpillar,16
cripe,1
caroliney,1
pittsburg,4
tigger,208
fet,4
errand,24
bombombom,6
pee-pe,3
mccartney,1
handbook,2
includ,46
minnie_mous,32
scariest,7
no_no_nanett,1
orat,1
doctor_melli,2
gadeeg,1
mohammid,1
skinniest,2
bottomless,3
chrrr,1
translat,10
velli,1
seril,1
hoper,1
gauz,4
calico,1
ice_capad,3
lifeguard,27
mucus,3
peetzeela,1
fussa,1
mark_ky_ki,1
babaji,42
spinich,1
men_o_war,1
ma_dog,7
toys_r_us,2
maggie_roy,3
lys,1
grandmom,2
skidder,3
mentholatum,3
bob'll,1
lym,1
lyn,26
spash,2
arthur_camping_adventur,1
inchworm,1
dondio,4
crypt,1
sequenti,1
betuh,1
ababababa,1
spiberus,3
strock,1
plugger,1
lena,52
papi,2
bridal,3
lend,16
pape,1
froot_loop,4
leni,6
papa,581
lens,3
nocomot,1
adududududuh,1
lent,7
fisher,14
gooeytai,1
desert,97
deserv,58
uhhhhh,1
mantel,4
wuhdi,1
vuvva,3
boofoo,8
microph,3
oppress,1
blinki,2
rinsi,2
willy_wonka_and_the_chocolate_factori,1
stroller,217
jupit,50
minoru,8
jason,286
heih,1
dyiesha,1
angriest,1
mayonnais,73
zoey,40
daigaigaiga,1
heif,1
dogger,1
wilber,2
dududu,2
westwood,2
golfer,10
k'you,1
nangnangnangnangnang,1
privat,44
sensit,22
peanut,862
boyz_to_men,1
lilli,33
stripiest,3
becau,4
mower,26
germain,1
becam,79
atlas,6
gravel,15
inadmiss,1
lunar,3
passiv,3
mouf,2
lefleur,3
mouh,3
heehaw,17
mous,1537
volum,31
outi,1
passin,3
fuhleeceeahno,1
surgeon,5
navajo,6
miss_www,1
dorri,2
boo_boo,4
gooba,4
sweet_heart,1
knight,58
joel,4
shock,76
geograph,3
pequito,3
carryin,21
shenzi,2
valamit,2
ahahahaha,3
headquart,8
mwah,17
maggie_girl,5
gotchur,2
beachou,2
joey,486
chanakkah,1
nestl,19
fortun,16
weeah,1
crow,88
chomp,30
awrright,1
leakag,1
bloodshot,2
spaghettio,43
croc,1
zacchariah,1
avalanch,2
chicago,41
anthem,1
shadow_gay,25
ruko,1
birdhous,6
tingalayo,4
dedum,1
eyor,12
wildest,2
rotor,1
deduh,1
cleanin,44
impuls,2
aheheh,1
nacho,1
peggi,19
mcduff,7
pinhead,1
doctor_www,1
jacob_sweeti,1
taker_off,2
aboobooboo,4
carib,1
refere,7
bodi,622
mkay,433
junior_high_school,1
togetuh,1
sink,452
